-40.321	37.591	9.641
-38.18	37.071	10.041
-37.996	37.794	10.441
-36.507	37.688	10.841
-36.269	37.631	11.241
-34.366	37.168	11.641
-33.177	36.879	12.041
-31.151	36.899	12.441
-29.424	36.735	12.841
-27.282	36.215	13.241
-25.432	36.533	13.641
-23.943	36.428	14.041
-20.964	36.216	14.441
-20.134	35.502	14.841
-18.406	35.339	15.241
-15.426	35.127	15.642
-14.174	35.079	16.042
-12.805	34.49	16.442
-10.422	33.912	16.842
-9.052	33.323	17.242
-7.443	32.676	17.642
-5.774	32.271	18.042
-3.628	31.75	18.442
-2.317	30.919	18.842
-0.348	30.697	19.242
1.979	29.875	19.642
3.113	30.369	20.042
6.038	29.915	20.442
7.291	28.841	20.842
9.201	28.377	21.242
11.531	27.555	21.642
12.905	26.965	22.042
14.817	26.501	22.442
15.833	25.484	22.842
17.09	24.409	23.242
17.329	24.351	23.642
19.6	24.313	24.042
20.556	24.08	24.442
22.29	23.916	24.842
24.204	23.451	25.242
25.941	22.258	25.642
27.797	21.551	26.043
29.053	21.502	26.443
31.027	21.279	26.843
33.54	21.183	27.243
35.275	21.018	27.643
37.67	20.436	28.043
39.348	20.028	28.443
41.083	19.864	28.843
42.819	19.699	29.243
45.391	19.844	29.643
46.648	19.796	30.043
48.682	19.815	30.443
50.535	20.136	30.843
52.685	20.64	31.243
54.603	20.175	31.643
56.455	20.495	32.043
58.192	20.33	32.443
59.44	21.31	32.843
60.697	21.262	33.243
61.886	21.999	33.643
63.258	22.436	34.043
64.937	22.028	34.443
66.548	22.407	34.843
67.988	22.058	35.243
69.187	21.767	35.643
70.81	21.117	36.043
72.079	20.04	36.444
73.645	19.147	36.844
74.492	18.428	37.244
75.648	16.864	37.644
76.198	15.96	38.044
76.691	14.813	38.444
77.551	13.062	38.844
78.526	11.797	39.244
79.444	10.288	39.644
80.109	9.869	40.044
81.793	9.459	40.444
82.515	9.284	40.844
83.054	9.411	41.244
85.022	10.219	41.644
85.8	10.288	42.044
87.328	12.488	42.444
87.739	13.16	42.844
87.653	14.979	43.244
87.935	16.194	43.644
87.85	18.011	44.044
86.521	18.846	44.444
85.319	19.138	44.844
83.751	20.031	45.244
81.842	19.468	45.644
80.401	19.817	46.044
79.257	20.351	46.444
78.057	20.642	46.845
76.319	20.807	47.245
75.074	19.826	47.645
73.462	19.448	48.045
72.571	18.894	48.445
70.593	19.118	48.845
68.855	19.282	49.245
66.935	19.748	49.645
65.667	20.825	50.045
64.045	21.475	50.445
61.579	22.843	50.845
60.131	24.219	51.245
58.684	25.595	51.645
57.898	26.553	52.045
57.113	27.512	52.445
55.609	28.644	52.845
54.701	30.143	53.245
53.974	31.341	53.645
53.545	32.723	54.045
53.834	33.93	54.445
55.137	35.147	54.845
55.846	35.997	55.245
57.454	36.373	55.645
58.41	36.142	56.045
60.439	36.161	56.445
61.405	34.907	56.845
62.841	34.559	57.246
63.559	34.386	57.646
65.474	33.922	58.046
66.978	32.793	58.446
67.343	32.194	58.846
68.905	31.305	59.246
70.228	30.473	59.646
71.905	30.067	60.046
73.217	30.261	60.446
74.712	30.155	60.846
76.434	31.016	61.246
77.689	30.967	61.646
78.648	30.735	62.046
80.156	29.604	62.446
81.185	28.588	62.846
82.158	27.33	63.246
82.651	26.188	63.646
83.272	24.502	64.046
83.893	22.815	64.446
84.09	21.486	64.846
83.934	19.73	65.246
84.118	19.429	65.646
84.556	18.04	66.046
85.659	16.233	66.446
85.857	14.901	66.846
86.889	13.88	67.246
87.611	13.704	67.647
88.573	13.471	68.047
90.002	14.152	68.447
91.133	14.648	68.847
91.783	15.261	69.247
93.027	16.243	69.647
93.38	16.67	70.047
93.348	18.73	70.447
92.315	19.75	70.847
91.098	21.07	71.247
90.363	22.272	71.647
88.738	22.922	72.047
86.76	23.145	72.447
85.079	23.552	72.847
84.359	23.727	73.247
82.382	23.949	73.647
81.182	24.24	74.047
79.969	25.558	74.447
79.009	25.79	74.847
77.09	26.255	75.247
76.257	25.945	75.647
74.407	25.625	76.047
73.139	26.7	76.447
71.7	27.048	76.847
70.387	26.855	77.247
68.47	27.319	77.647
67.568	27.793	78.048
66.37	28.084	78.448
64.578	28.006	78.848
62.489	27.744	79.248
60.821	27.125	79.648
60.218	27.783	80.048
60.208	28.809	80.448
59.672	28.683	80.848
58.896	28.615	81.248
57.88	28.605	81.648
57.401	28.721	82.048
56.212	27.986	82.448
55.321	27.434	82.848
53.05	27.472	83.248
51.976	27.221	83.648
51.323	26.611	84.048
50.852	25.7	84.448
51.926	25.952	84.848
53.239	26.146	85.248
55.387	26.65	85.648
56.03	28.286	86.048
57.037	29.321	86.448
57.325	30.53	86.848
56.656	31.97	87.248
55.509	33.525	87.648
54.906	34.182	88.048
54.114	36.16	88.449
52.737	36.749	88.849
51.195	35.59	89.249
49.703	35.696	89.649
47.551	36.217	90.049
47.66	37.722	90.449
47.291	39.341	90.849
47.458	41.085	91.249
47.747	42.289	91.649
48.984	44.281	92.049
49.331	45.724	92.449
49.555	47.704	92.849
48.24	48.53	93.249
46.628	49.173	93.649
46.151	49.288	94.049
46.975	50.613	94.449
48.695	51.468	94.849
51.433	51.315	95.249
54.039	52.716	95.649
55.338	53.925	96.049
56.57	55.909	96.449
57.448	57.47	96.849
58.868	58.141	97.249
60.832	57.921	97.649
62.5	57.52	98.049
63.883	55.921	98.449
65.914	54.925	98.85
67.118	53.621	99.25
67.73	51.952	99.65
66.911	50.628	100.05
65.557	49.178	100.45
63.543	48.14	100.85
61.166	47.697	101.25
59.676	47.802	101.65
56.984	49.214	102.05
55.487	50.337	102.45
54.878	52.007	102.85
54.804	53.8	103.25
56.102	55.008	103.65
57.046	55.794	104.05
58.877	57.126	104.45
60.536	57.739	104.85
62.128	59.128	105.25
63.604	60.037	105.65
64.852	59.99	106.05
66.68	61.32	106.45
66.67	62.333	106.85
67.544	63.891	107.25
68.372	64.197	107.65
69.779	65.878	108.05
68.997	66.823	108.45
67.206	67.758	108.85
67.206	67.758	109.251
68.329	68.244	109.651
70.459	68.741	110.051
72.306	68.046	110.451
73.791	67.941	110.851
75.695	67.484	111.251
77.318	65.833	111.651
77.274	64.582	112.051
77.048	63.627	112.451
75.28	62.537	112.851
74.294	60.5	113.251
73.251	58.222	113.651
72.627	55.588	114.051
72.878	54.514	114.451
70.026	54.188	114.851
68.674	52.739	115.251
66.299	52.297	115.651
64.172	50.781	116.051
63.18	48.735	116.451
61.882	47.524	116.851
59.972	47.985	117.251
58.416	48.868	117.651
56.326	49.627	118.051
55.544	50.577	118.451
53.39	52.112	118.851
53.209	52.409	119.251
53.727	54.567	119.652
55.625	55.123	120.052
58.238	55.507	120.452
59.906	55.105	120.852
62.529	54.473	121.252
64.266	53.294	121.652
64.639	51.683	122.052
65.728	49.898	122.452
66.683	49.668	122.852
68.832	49.15	123.252
70.389	48.266	123.652
70.867	48.151	124.052
73.062	48.891	124.452
74.722	49.506	124.852
75.903	50.236	125.252
77.336	49.891	125.652
78.782	48.528	126.052
78.443	47.086	126.452
78.525	45.288	126.852
77.311	42.275	127.252
75.901	40.58	127.652
74.307	39.182	128.052
72.668	36.52	128.452
72.805	34.957	128.852
70.012	33.846	129.252
68.404	33.469	129.652
66.328	32.184	130.053
64.547	31.082	130.453
63.427	29.563	130.853
62.249	27.802	131.253
60.237	25.73	131.653
58.626	25.352	132.053
56.767	26.059	132.453
55.09	26.466	132.853
52.636	26.804	133.253
50.779	27.511	133.653
49.45	29.368	134.053
48.544	30.867	134.453
46.021	33.012	134.853
45.297	34.209	135.253
43.379	35.695	135.653
41.886	35.801	136.053
39.503	35.357	136.453
38.547	35.589	136.853
36.455	36.35	137.253
36.265	38.694	137.653
35.071	38.983	138.053
33.224	38.664	138.453
32.035	37.931	138.853
30.133	36.349	139.253
30.074	36.108	139.653
27.451	35.722	140.053
26.08	35.287	140.454
24.229	35.992	140.854
22.854	37.602	141.254
21.301	38.489	141.654
18.618	38.883	142.054
16.531	39.644	142.454
15.339	39.933	142.854
13.789	40.819	143.254
12.238	42.724	143.654
12.417	43.446	144.054
13.13	45.312	144.454
14.319	47.062	144.854
15.031	48.925	145.254
15.444	51.622	145.654
15.858	53.3	146.054
14.727	54.843	146.454
13.538	55.13	146.854
12.765	56.078	147.254
13.061	57.275	147.654
15.319	57.238	148.054
17.993	56.846	148.454
20.844	57.172	148.854
22.685	57.489	149.254
24.582	59.059	149.654
26.357	61.163	150.054
27.955	62.55	150.454
30.09	63.047	150.855
33.059	62.838	151.255
35.082	61.845	151.655
37.285	60.555	152.055
39.31	59.561	152.455
41.098	58.624	152.855
42.59	57.504	153.255
45.447	56.816	153.655
46.94	55.695	154.055
48.976	53.683	154.455
51.194	51.372	154.855
52.748	50.49	155.255
54.303	49.607	155.655
55.619	48.781	156.055
56.269	49.387	156.455
57.987	50.242	156.855
60.059	51.519	157.255
61.48	52.191	157.655
63.731	53.17	158.055
65.992	53.132	158.455
68.56	52.26	158.855
70.31	50.062	159.255
70.503	48.747	159.655
70.298	45.748	160.055
68.898	43.034	160.455
68.977	41.234	160.855
68.292	38.342	161.256
68.382	35.516	161.656
69.601	33.179	162.056
71.894	31.092	162.456
74.517	31.479	162.856
75.476	31.247	163.256
78.112	30.61	163.656
79.45	28.753	164.056
81.452	26.478	164.456
82.862	23.833	164.856
83.553	21.36	165.256
83.751	20.031	165.656
84.754	21.069	166.056
87.693	20.613	166.456
89.375	20.206	166.856
90.111	19.002	167.256
90.295	18.701	167.656
90.423	18.157	168.056
90.806	16.525	168.456
90.99	16.223	168.856
92.193	15.932	169.256
93.451	15.883	169.656
95.657	16.632	170.056
97.413	15.436	170.456
97.967	14.531	170.856
99.019	12.478	171.256
98.85	11.748	171.657
99.131	12.965	172.057
99.523	14.668	172.457
99.304	17.03	172.857
98.494	19.022	173.257
97.387	20.827	173.657
96.762	22.515	174.057
96.858	24.028	174.457
94.552	26.121	174.857
94.393	28.716	175.257
94.785	30.409	175.657
95.969	31.144	176.057
97.464	31.037	176.457
99.328	30.332	176.857
100.361	29.316	177.257
101.226	27.574	177.657
103.294	25.54	178.057
103.976	24.096	178.457
103.179	21.73	178.857
101.771	20.022	179.257
100.658	18.497	179.657
98.398	17.506	180.057
97.284	15.98	180.457
95.264	14.93	180.857
93.258	12.848	181.257
92.142	11.32	181.657
91.45	9.43	182.058
89.979	7.471	182.458
88.804	5.696	182.858
86.963	4.339	183.258
85.234	3.47	183.658
82.852	1.986	184.058
81.249	0.569	184.458
79.334	0.002	184.858
77.133	-1.787	185.258
76.365	-2.893	185.658
73.795	-4.077	186.058
72.785	-5.125	186.458
71.361	-6.849	186.858
70.005	-9.368	187.258
69.718	-10.594	187.658
69.315	-12.312	188.058
68.797	-14.522	188.458
70.683	-16.282	188.858
70.994	-17.138	189.258
70.476	-19.351	189.658
69.957	-21.567	190.058
68.691	-21.517	190.458
66.94	-21.35	190.858
65.295	-19.646	191.258
64.55	-17.382	191.658
63.631	-15.858	192.058
61.805	-13.853	192.459
58.775	-11.554	192.859
57.269	-11.446	193.259
54.741	-11.348	193.659
52.038	-11.985	194.059
49.035	-12.81	194.459
47.771	-12.76	194.859
44.936	-11.808	195.259
43.366	-10.904	195.659
41.85	-8.717	196.059
41.773	-5.846	196.459
41.332	-2.371	196.859
39.941	-0.738	197.259
38.551	0.895	197.659
38.957	3.639	198.059
38.706	5.766	198.459
38.156	7.706	198.859
37.243	10.249	199.259
35.916	12.118	199.659
35.666	14.239	200.059
36.131	17.213	200.459
36.776	19.883	200.859
38.08	22.133	201.259
39.203	24.682	201.659
40.085	27.287	202.059
41.987	28.874	202.459
41.497	31.04	202.86
40.47	33.079	203.26
38.191	35.164	203.66
36.163	35.144	204.06
34.905	36.215	204.46
34.179	38.433	204.86
33.868	41.314	205.26
34.872	43.364	205.66
35.757	44.932	206.06
37.183	45.606	206.46
39.738	46.77	206.86
42.355	47.155	207.26
45.211	47.482	207.66
47.712	47.386	208.06
49.374	48.002	208.46
51.202	50.355	208.86
52.321	51.862	209.26
54.335	52.898	209.66
55.7	53.33	210.06
55.987	54.529	210.46
55.025	55.774	210.86
53.349	57.191	211.26
51.559	58.129	211.66
49.401	60.674	212.06
48.081	62.509	212.46
47.296	64.467	212.86
46.158	66.004	213.261
45.971	67.311	213.661
46.432	69.219	214.061
47.613	69.943	214.461
48.924	69.124	214.861
51.358	68.791	215.261
54.325	68.583	215.661
56.408	67.83	216.061
59.319	67.383	216.461
61.279	67.164	216.861
63.487	65.876	217.261
64.915	65.533	217.661
66.809	66.087	218.061
68.521	66.937	218.461
70.89	67.377	218.861
73.145	67.34	219.261
75.275	67.837	219.661
76.716	66.482	220.061
77.443	65.299	220.461
77.794	65.719	220.861
78.665	67.275	221.261
80.011	68.716	221.661
81.189	69.441	222.061
83.01	70.767	222.461
84.13	71.254	222.861
83.36	71.187	223.261
81.387	72.415	223.662
80.954	73.776	224.062
80.089	76.497	224.462
80.595	78.637	224.862
81.294	79.473	225.262
83.532	80.443	225.662
85.964	80.112	226.062
87.39	79.77	226.462
90.061	79.382	226.862
92.565	78.281	227.262
93.896	76.456	227.662
94.11	74.143	228.062
93.609	72.001	228.462
93.022	71.638	228.862
93.164	70.094	229.262
93.433	68.015	229.662
93.002	65.094	230.062
90.76	64.119	230.462
89.501	60.887	230.862
87.678	59.557	231.262
86.162	57.393	231.662
85.727	54.46	232.062
84.182	54.326	232.462
81.331	53.999	232.862
78.788	52.838	233.262
76.777	51.801	233.662
75.734	49.516	234.063
74.871	46.931	234.463
74.94	46.153	234.863
76.795	45.451	235.263
79.016	44.153	235.663
81.773	42.979	236.063
84.067	40.899	236.463
85.63	40.013	236.863
88.559	39.561	237.263
90.826	39.523	237.663
93.685	39.851	238.063
95.361	39.446	238.463
97.15	39.524	238.863
97.908	40.613	239.263
99.073	42.366	239.663
100.236	44.119	240.063
99.964	46.216	240.463
99.763	47.533	240.863
99.012	49.743	241.263
96.9	51.519	241.663
95.689	52.823	242.063
93.945	54.003	242.463
90.616	53.791	242.863
89.492	53.301	243.263
87.61	51.727	243.663
86.501	50.22	244.063
84.448	47.924	244.464
84.42	45.645	244.864
84.813	43.009	245.264
85.024	40.668	245.664
86.306	38.577	246.064
87.109	36.6	246.464
88.167	33.539	246.864
89.156	31.259	247.264
91.258	30.495	247.664
93.433	28.948	248.064
95.385	26.431	248.464
96.545	24.871	248.864
97.667	22.04	249.264
98.052	20.41	249.664
97.884	19.682	250.064
95.496	19.235	250.464
92.643	17.875	250.864
91.2	18.225	251.264
90.31	17.671	251.664
88.698	17.292	252.064
87.016	17.7	252.464
84.542	19.07	252.864
82.62	19.536	253.264
79.991	19.147	253.664
76.653	17.904	254.064
74.39	16.913	254.464
71.873	17.01	254.865
68.648	16.252	255.265
66.372	16.291	255.665
63.558	16.203	256.065
61.637	16.669	256.465
59.006	16.281	256.865
56.846	16.805	257.265
54.446	17.388	257.665
51.61	20.388	258.065
50.229	20.98	258.465
47.353	21.678	258.865
45.132	22.987	259.265
43.151	24.237	259.665
40.809	26.087	260.065
39.372	26.435	260.465
37.346	25.389	260.865
35.5	24.043	261.265
33.413	22.753	261.665
30.49	21.153	262.065
28.099	20.707	262.465
26.423	21.114	262.865
24.145	23.208	263.265
23.064	25.01	263.665
21.684	27.653	264.065
19.888	29.626	264.465
19.227	32.091	264.865
18.984	34.196	265.266
19.16	35.943	265.666
18.082	38.758	266.066
16.59	39.885	266.466
14.563	40.886	266.866
13.251	42.734	267.266
12.654	45.427	267.666
12.533	46.984	268.066
11.64	49.491	268.466
12.412	51.593	268.866
14.015	54.0	269.266
14.49	54.901	269.666
15.38	55.447	270.066
16.211	56.769	270.466
16.565	58.205	270.866
17.097	60.357	271.266
17.569	62.269	271.666
17.921	64.715	272.066
18.865	67.52	272.466
18.685	68.827	272.866
17.082	70.475	273.266
15.836	71.532	273.666
13.821	71.512	274.066
11.866	70.721	274.466
9.97	71.177	274.866
7.541	72.519	275.266
4.817	73.679	275.666
3.87	73.907	276.067
2.212	74.306	276.467
1.089	75.837	276.867
1.033	77.614	277.267
2.159	79.106	277.667
3.817	80.721	278.067
5.415	82.097	278.467
8.904	83.019	278.867
10.382	83.92	279.267
12.746	84.358	279.667
14.757	83.372	280.067
16.65	82.918	280.467
19.251	83.299	280.867
21.615	83.736	281.267
22.793	85.462	281.667
23.912	86.95	282.067
24.852	88.73	282.467
